0.000000	198.006308
0.001000	184.368303
0.002000	171.077308
0.003000	159.312900
0.004000	150.053949
0.005000	144.018706
0.006000	141.624039
0.007000	142.966194
0.008000	147.823926
0.009000	155.683248
0.010000	165.781570
0.011000	177.167686
0.012000	188.773052
0.013000	199.489133
0.014000	208.245304
0.015000	214.081935
0.016000	216.213786
0.017000	214.079690
0.018000	207.375593
0.019000	196.069322
0.020000	180.396784
0.021000	160.840642
0.022000	138.093705
0.023000	113.010253
0.024000	86.549238
0.025000	59.713703
0.026000	33.490780
0.027000	8.796411
0.028000	-13.571692
0.029000	-32.970090
0.030000	-48.932908
0.031000	-61.181682
0.032000	-69.622116
0.033000	-74.329103
0.034000	-75.522188
0.035000	-73.534247
0.036000	-68.776553
0.037000	-61.703429
0.038000	-52.779561
0.039000	-42.452578
0.040000	-31.132867
0.041000	-19.181846
0.042000	-6.909014
0.043000	5.422724
0.044000	17.584776
0.045000	29.365613
0.046000	40.550984
0.047000	50.904340
0.048000	60.150152
0.049000	67.962647
0.050000	73.961972
0.051000	77.719187
0.052000	78.770675
0.053000	76.641713
0.054000	70.878060
0.055000	61.083625
0.056000	46.961558
0.057000	28.355629
0.058000	5.288478
0.059000	-22.006742
0.060000	-53.064521
0.061000	-87.177685
0.062000	-123.402626
0.063000	-160.580165
0.064000	-197.372129
0.065000	-232.312597
0.066000	-263.871747
0.067000	-290.529209
0.068000	-310.853031
0.069000	-323.579754
0.070000	-327.690784
0.071000	-322.480186
0.072000	-307.609357
0.073000	-283.144603
0.074000	-249.574536
0.075000	-207.805307
0.076000	-159.132971
0.077000	-105.193655
0.078000	-47.893542
0.079000	10.677965
0.080000	68.347490
0.081000	122.963961
0.082000	172.506042
0.083000	215.184549
0.084000	249.533882
0.085000	274.486992
0.086000	289.429298
0.087000	294.228142
0.088000	289.235775
0.089000	275.265458
0.090000	253.541860
0.091000	225.628521
0.092000	193.336565
0.093000	158.620045
0.094000	123.464133
0.095000	89.772875
0.096000	59.263250
0.097000	33.371942
0.098000	13.180396
0.099000	-0.637363
0.100000	-7.841162
0.101000	-8.623966
0.102000	-3.584411
0.103000	6.325371
0.104000	19.872940
0.105000	35.634790
0.106000	52.095607
0.107000	67.750939
0.108000	81.206512
0.109000	91.267674
0.110000	97.013225
0.111000	97.848956
0.112000	93.537686
0.113000	84.204172
0.114000	70.315044
0.115000	52.635594
0.116000	32.166839
0.117000	10.067604
0.118000	-12.432686
0.119000	-34.124172
0.120000	-53.903314
0.121000	-70.850095
0.122000	-84.290369
0.123000	-93.839118
0.124000	-99.421817
0.125000	-101.272691
0.126000	-99.910326
0.127000	-96.092676
0.128000	-90.755008
0.129000	-84.935460
0.130000	-79.693728
0.131000	-76.028840
0.132000	-74.801952
0.133000	-76.669650
0.134000	-82.032463
0.135000	-91.002095
0.136000	-103.389544
0.137000	-118.714733
0.138000	-136.236755
0.139000	-155.002392
0.140000	-173.909300
0.141000	-191.779308
0.142000	-207.436632
0.143000	-219.785576
0.144000	-227.882438
0.145000	-230.996863
0.146000	-228.658730
0.147000	-220.687765
0.148000	-207.204339
0.149000	-188.621257
0.150000	-165.617637
0.151000	-139.097184
0.152000	-110.134146
0.153000	-79.910921
0.154000	-49.651732
0.155000	-20.556794
0.156000	6.258792
0.157000	29.817779
0.158000	49.322256
0.159000	64.181945
0.160000	74.028403
0.161000	78.715300
0.162000	78.305866
0.163000	73.049482
0.164000	63.349996
0.165000	49.728730
0.166000	32.785340
0.167000	13.159504
0.168000	-8.503833
0.169000	-31.583541
0.170000	-55.504180
0.171000	-79.749942
0.172000	-103.870621
0.173000	-127.480325
0.174000	-150.250191
0.175000	-171.896846
0.176000	-192.168603
0.177000	-210.831454
0.178000	-227.656845
0.179000	-242.412866
0.180000	-254.860151
0.181000	-264.753182
0.182000	-271.847182
0.183000	-275.910157
0.184000	-276.739169
0.185000	-274.179438
0.186000	-268.144588
0.187000	-258.636155
0.188000	-245.760474
0.189000	-229.741186
0.190000	-210.925865
0.191000	-189.785689
0.192000	-166.907502
0.193000	-142.978168
0.194000	-118.761636
0.195000	-95.069637
0.196000	-72.727379
0.197000	-52.535981
0.198000	-35.233610
0.199000	-21.457443
0.200000	-11.708581
0.201000	-6.321918
0.202000	-5.442764
0.203000	-9.011683
0.204000	-16.758640
0.205000	-28.207068
0.206000	-42.688029
0.207000	-59.364109
0.208000	-77.262251
0.209000	-95.314258
0.210000	-112.403330
0.211000	-127.414658
0.212000	-139.287853
0.213000	-147.068844
0.214000	-149.958810
0.215000	-147.357762
0.216000	-138.900529
0.217000	-124.483190
0.218000	-104.278308
0.219000	-78.737812
0.220000	-48.582860
0.221000	-14.780652
0.222000	21.491272
0.223000	58.892021
0.224000	95.973841
0.225000	131.245702
0.226000	163.241176
0.227000	190.587384
0.228000	212.071639
0.229000	226.702364
0.230000	233.761010
0.231000	232.842060
0.232000	223.878717
0.233000	207.152568
0.234000	183.286301
0.235000	153.219492
0.236000	118.168360
0.237000	79.571341
0.238000	39.023130
0.239000	-1.799435
0.240000	-41.215785
0.241000	-77.620154
0.242000	-109.556022
0.243000	-135.782474
0.244000	-155.328922
0.245000	-167.535336
0.246000	-172.075996
0.247000	-168.965741
0.248000	-158.548780
0.249000	-141.471142
0.250000	-118.638824
0.251000	-91.164518
0.252000	-60.306388
0.253000	-27.402780
0.254000	6.193164
0.255000	39.175187
0.256000	70.338482
0.257000	98.624413
0.258000	123.153423
0.259000	143.245135
0.260000	158.425546
0.261000	168.422195
0.262000	173.148931
0.263000	172.682606
0.264000	167.234426
0.265000	157.118874
0.266000	142.723093
0.267000	124.479282
0.268000	102.842192
0.269000	78.273129
0.270000	51.231112
0.271000	22.171052
0.272000	-8.451927
0.273000	-40.173553
0.274000	-72.508875
0.275000	-104.940410
0.276000	-136.908314
0.277000	-167.804742
0.278000	-196.974158
0.279000	-223.720795
0.280000	-247.323772
0.281000	-267.059582
0.282000	-282.230934
0.283000	-292.200217
0.284000	-296.425293
0.285000	-294.494959
0.286000	-286.161242
0.287000	-271.365796
0.288000	-250.257946
0.289000	-223.202495
0.290000	-190.776045
0.291000	-153.751463
0.292000	-113.070921
0.293000	-69.808812
0.294000	-25.126591
0.295000	19.777801
0.296000	63.722887
0.297000	105.595724
0.298000	144.399925
0.299000	179.296765
0.300000	209.636986
0.301000	234.981620
0.302000	255.110921
0.303000	270.021311
0.304000	279.911091
0.305000	285.156352
0.306000	286.279146
0.307000	283.910355
0.308000	278.749915
0.309000	271.527027
0.310000	262.962772
0.311000	253.737172
0.312000	244.462184
0.313000	235.661552
0.314000	227.757786
0.315000	221.065972
0.316000	215.793603
0.317000	212.045254
0.318000	209.830718
0.319000	209.075145
0.320000	209.629886
0.321000	211.282956
0.322000	213.768399
0.323000	216.774289
0.324000	219.949465
0.325000	222.909542
0.326000	225.242974
0.327000	226.518144
0.328000	226.292450
0.329000	224.124196
0.330000	219.587825
0.331000	212.292583
0.332000	201.904221
0.333000	188.168811
0.334000	170.937236
0.335000	150.188530
0.336000	126.049938
0.337000	98.811504
0.338000	68.933088
0.339000	37.042066
0.340000	3.920478
0.341000	-29.518863
0.342000	-62.267022
0.343000	-93.263116
0.344000	-121.445980
0.345000	-145.810465
0.346000	-165.464952
0.347000	-179.686252
0.348000	-187.967988
0.349000	-190.058760
0.350000	-185.986867
0.351000	-176.069190
0.352000	-160.902783
0.353000	-141.338953
0.354000	-118.440786
0.355000	-93.426352
0.356000	-67.600871
0.357000	-42.282052
0.358000	-18.723421
0.359000	1.959300
0.360000	18.853749
0.361000	31.303930
0.362000	38.946935
0.363000	41.730803
0.364000	39.912205
0.365000	34.034088
0.366000	24.884829
0.367000	13.441775
0.368000	0.803162
0.369000	-11.886797
0.370000	-23.514345
0.371000	-33.068837
0.372000	-39.706582
0.373000	-42.801583
0.374000	-41.979907
0.375000	-37.135676
0.376000	-28.428073
0.377000	-16.260196
0.378000	-1.241919
0.379000	15.859920
0.380000	34.179813
0.381000	52.815679
0.382000	70.889894
0.383000	87.604713
0.384000	102.288112
0.385000	114.427024
0.386000	123.686121
0.387000	129.911529
0.388000	133.120205
0.389000	133.476865
0.390000	131.261372
0.391000	126.830214
0.392000	120.576042
0.393000	112.889310
0.394000	104.125616
0.395000	94.581729
0.396000	84.482266
0.397000	73.977888
0.398000	63.154652
0.399000	52.053001
0.400000	40.693837
0.401000	29.108371
0.402000	17.367953
0.403000	5.610029
0.404000	-5.943353
0.405000	-16.977416
0.406000	-27.088854
0.407000	-35.803114
0.408000	-42.604229
0.409000	-46.975309
0.410000	-48.446628
0.411000	-46.647249
0.412000	-41.355497
0.413000	-32.543340
0.414000	-20.409929
0.415000	-5.400179
0.416000	11.794691
0.417000	30.256398
0.418000	48.878737
0.419000	66.425107
0.420000	81.601232
0.421000	93.138442
0.422000	99.881735
0.423000	100.876110
0.424000	95.444450
0.425000	83.250502
0.426000	64.341392
0.427000	39.165383
0.428000	8.562334
0.429000	-26.273728
0.430000	-63.858382
0.431000	-102.503357
0.432000	-140.420383
0.433000	-175.835425
0.434000	-207.105327
